,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
23046,33502,12313950,JE167373,3/12/2021 21:00,070XX S MERRILL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,331,3,5.0,43,04A,1191761.0,1858727.0,2021,3/19/2021 16:51,41.76733978,-87.57266681,"(41.767339778, -87.572666808)"
27145,39439,12323037,JE178378,3/24/2021 13:00,077XX S EMERALD AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,621,6,17.0,71,08A,1172643.0,1853534.0,2021,3/31/2021 16:59,41.75353214,-87.64289468,"(41.753532138, -87.642894678)"
32704,47655,12339348,JE198400,4/10/2021 15:30,031XX W PERSHING RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,921,9,12.0,58,14,1156055.0,1878582.0,2021,4/17/2021 17:31,41.82261667,-87.70301112,"(41.822616668, -87.703011119)"
10479,15247,12284349,JE129760,2/1/2021 21:50,013XX W 15TH ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHA HALLWAY / STAIRWELL / ELEVATOR,False,True,1233,12,25.0,28,04A,1167637.0,1892859.0,2021,2/8/2021 15:48,41.86155308,-87.66011099,"(41.861553084, -87.660110993)"
16640,24121,12301706,JE152652,2/22/2021 11:33,043XX N CLARK ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1912,19,47.0,6,11,1165822.0,1929103.0,2021,3/2/2021 15:47,41.96104782,-87.66573796,"(41.961047818, -87.665737955)"
15267,22171,12296037,JE145569,2/18/2021 20:00,028XX N MOBILE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2511,25,30.0,19,14,1133920.0,1918222.0,2021,2/25/2021 15:51,41.93181131,-87.78328467,"(41.93181131, -87.78328467)"
4763,7123,12271271,JE114517,1/15/2021 17:37,071XX S Constance Ave,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,324,3,7.0,43,6,1189612.0,1857827.0,2021,1/22/2021 15:48,41.76492199,-87.58057254,"(41.764921986, -87.580572542)"
25288,36748,12320935,JE175977,3/19/2021 8:00,055XX N GLENWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2013,20,48.0,77,11,1165984.0,1936882.0,2021,3/26/2021 17:00,41.9823902,-87.66491922,"(41.9823902, -87.664919221)"
13835,20111,12292048,JE140355,2/13/2021 0:50,087XX S WINCHESTER AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,2221,22,21.0,71,04B,1165188.0,1846576.0,2021,2/20/2021 15:50,41.73459929,-87.67041103,"(41.73459929, -87.670411033)"
15424,22385,12296221,JE145931,2/19/2021 13:31,051XX W NORTH AVE,560,ASSAULT,SIMPLE,RESTAURANT,False,False,2533,25,37.0,25,08A,1141672.0,1910146.0,2021,2/26/2021 15:47,41.9095099,-87.754997,"(41.909509901, -87.754996996)"
27339,39734,12324235,JE179706,3/25/2021 18:30,004XX N KILBOURN AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1111,11,28.0,23,6,1146310.0,1902227.0,2021,4/1/2021 17:04,41.88769223,-87.73816062,"(41.887692229, -87.73816062)"
30246,43977,12333520,JE187742,4/2/2021 21:00,0000X W TERMINAL ST,560,ASSAULT,SIMPLE,AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA,False,False,1653,16,41.0,76,08A,1101811.0,1934419.0,2021,4/9/2021 17:06,41.97676298,-87.90098372,"(41.976762981, -87.900983721)"
21404,31064,12311332,JE163563,3/8/2021 15:41,032XX N CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1924,19,44.0,6,6,1169868.0,1921628.0,2021,3/15/2021 16:48,41.94044868,-87.65108159,"(41.94044868, -87.651081589)"
21241,30811,12311020,JE163675,3/7/2021 15:00,024XX S LAWNDALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1013,10,22.0,30,11,1152091.0,1887607.0,2021,3/14/2021 16:50,41.84746131,-87.71731608,"(41.847461309, -87.717316075)"
12117,17599,12287812,JE134873,2/7/2021 0:00,072XX S YATES BLVD,810,THEFT,OVER $500,APARTMENT,False,False,334,3,7.0,43,6,1193462.0,1857444.0,2021,2/14/2021 15:47,41.76377768,-87.56647397,"(41.763777682, -87.566473969)"
26822,38964,12322397,JE177678,3/23/2021 13:45,038XX W 42ND ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,FACTORY / MANUFACTURING BUILDING,False,False,821,8,14.0,57,04A,1151334.0,1876493.0,2021,3/30/2021 16:51,41.8169779,-87.72038534,"(41.8169779, -87.720385335)"
18687,27032,12306164,JE156285,3/1/2021 18:35,057XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,713,7,16.0,67,14,1168636.0,1866805.0,2021,3/8/2021 15:55,41.79003674,-87.65719654,"(41.790036743, -87.657196537)"
11878,17277,12287734,JE134756,2/6/2021 23:10,012XX W FULLERTON AVE,479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,False,1811,18,43.0,7,04B,1167564.0,1916079.0,2021,2/13/2021 15:48,41.92527195,-87.65970977,"(41.92527195, -87.65970977)"
31026,45149,12333924,JE191846,4/5/2021 13:00,003XX E 57TH ST,460,BATTERY,SIMPLE,APARTMENT,False,False,232,2,20.0,40,08B,1179618.0,1867302.0,2021,4/12/2021 17:33,41.7911565,-87.6169137,"(41.791156498, -87.616913704)"
22228,32305,12312058,JE165206,3/10/2021 18:11,027XX N NARRAGANSETT AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2512,25,36.0,19,6,1133279.0,1917422.0,2021,3/17/2021 16:51,41.92962728,-87.78565907,"(41.929627277, -87.785659069)"
14886,21608,12295114,JE144483,2/17/2021 22:00,061XX S MAPLEWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8,16.0,66,14,1160427.0,1863775.0,2021,2/24/2021 15:49,41.78189523,-87.68738022,"(41.781895226, -87.687380224)"
13306,19330,12290280,JE138193,2/10/2021 17:55,003XX N LAFLIN ST,810,THEFT,OVER $500,STREET,False,False,1215,12,27.0,28,6,1166407.0,1902378.0,2021,2/19/2021 15:45,41.88770037,-87.66435374,"(41.88770037, -87.66435374)"
10685,15529,12284631,JE130839,2/2/2021 23:30,009XX N AVERS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,1112,11,37.0,23,04A,1150552.0,1905898.0,2021,2/9/2021 15:47,41.89768404,-87.72248655,"(41.897684039, -87.722486551)"
24567,35696,12317279,JE171242,3/17/2021 9:20,015XX S SAWYER AVE,560,ASSAULT,SIMPLE,STREET,False,False,1022,10,24.0,29,08A,1154947.0,1892271.0,2021,3/24/2021 17:06,41.86020316,-87.70670955,"(41.860203161, -87.706709547)"
24684,35866,12319225,JE173815,3/17/2021 21:20,035XX S RHODES AVE,810,THEFT,OVER $500,APARTMENT,False,False,212,2,4.0,35,6,1180172.0,1881335.0,2021,3/24/2021 17:06,41.82965153,-87.6144519,"(41.829651528, -87.614451899)"
1448,2152,12268814,JE111440,1/4/2021 13:45,036XX W Ohio St,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1122,11,27.0,23,11,1152130.0,1903759.0,2021,1/16/2021 15:49,41.89178343,-87.71674715,"(41.891783434, -87.716747153)"
2482,3730,12258932,JE100325,1/1/2021 7:00,085XX S BURLEY AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,424,4,10.0,46,04B,1199293.0,1849019.0,2021,1/16/2021 15:49,41.74051428,-87.54538536,"(41.740514279, -87.54538536)"
28715,41790,12327393,JE183574,3/29/2021 19:01,002XX W 108TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,513,5,34.0,49,04A,1176617.0,1833323.0,2021,4/5/2021 17:04,41.69798205,-87.62893755,"(41.697982051, -87.628937547)"
19101,27672,12306374,JE157540,3/1/2021 3:00,018XX N Natoma Ave,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,2513,25,29.0,25,6,,,2021,3/8/2021 15:55,,,
30197,43904,12330007,JE186850,4/2/2021 4:30,003XX E 55TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,231,2,20.0,40,08B,1179351.0,1868294.0,2021,4/9/2021 17:06,41.79388474,-87.61786245,"(41.79388474, -87.617862454)"
21535,31265,12310463,JE163119,3/8/2021 18:40,073XX N DAMEN AVE,560,ASSAULT,SIMPLE,SIDEWALK,False,False,2424,24,49.0,1,08A,1161661.0,1949162.0,2021,3/15/2021 16:48,42.01617836,-87.68047377,"(42.016178363, -87.680473771)"
11449,16636,12289633,JE136728,1/17/2021 10:35,124XX S Michigan Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,532,5,9.0,53,11,1179034.0,1822486.0,2021,2/11/2021 15:45,41.66818914,-87.62041615,"(41.668189142, -87.620416149)"
14971,21741,12294499,JE143585,2/17/2021 3:52,054XX S HAMLIN AVE,810,THEFT,OVER $500,STREET,False,False,822,8,23.0,62,6,1151964.0,1868289.0,2021,2/24/2021 15:49,41.7944526,-87.71828967,"(41.794452595, -87.718289665)"
4857,7261,12270987,JE114367,1/16/2021 10:15,071XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,GAS STATION,False,False,734,7,17.0,67,04A,1166911.0,1857552.0,2021,1/23/2021 15:54,41.76468239,-87.66378579,"(41.764682386, -87.663785792)"
13927,20224,12292553,JE141049,2/13/2021 19:08,105XX S AVENUE F,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,432,4,10.0,52,14,1203493.0,1835681.0,2021,2/20/2021 15:50,41.7038073,-87.53045317,"(41.703807297, -87.530453172)"
921,1355,12264152,JE103097,1/4/2021 14:30,002XX E 121ST PL,560,ASSAULT,SIMPLE,APARTMENT,False,False,532,5,9.0,53,08A,1180049.0,1824448.0,2021,1/16/2021 15:49,41.67355006,-87.61664177,"(41.673550064, -87.61664177)"
23444,34083,12314187,JE167585,3/13/2021 2:00,006XX N AUSTIN BLVD,820,THEFT,$500 AND UNDER,STREET,False,False,1511,15,29.0,25,6,1136264.0,1903532.0,2021,3/20/2021 16:52,41.8914586,-87.77502208,"(41.891458597, -87.775022083)"
22127,32150,12315940,JE169934,3/9/2021 13:00,085XX W RASCHER AVE,810,THEFT,OVER $500,APARTMENT,False,False,1614,16,41.0,76,6,1118367.0,1935083.0,2021,3/17/2021 16:48,41.97833963,-87.84008434,"(41.978339634, -87.840084335)"
13814,20078,12292629,JE141062,2/13/2021 19:35,003XX W 105TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,512,5,34.0,49,04B,1175829.0,1834964.0,2021,2/20/2021 15:50,41.70250284,-87.63177384,"(41.702502844, -87.631773837)"
5120,7640,12271362,JE114900,1/16/2021 20:15,043XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,925,9,3.0,37,14,1175014.0,1876010.0,2021,1/23/2021 15:54,41.81515614,-87.6335355,"(41.815156141, -87.633535496)"
22213,32277,12312079,JE165121,3/10/2021 13:50,018XX E 72ND ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,324,3,7.0,43,08B,1189726.0,1857599.0,2021,3/17/2021 16:51,41.7642936,-87.58016202,"(41.764293597, -87.580162023)"
1526,2254,12262240,JE104027,1/3/2021 13:10,012XX E 78TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,411,4,8.0,45,14,1185717.0,1853527.0,2021,1/16/2021 15:49,41.75321503,-87.5949839,"(41.753215027, -87.594983903)"
15959,23154,12297531,JE147616,2/21/2021 6:30,106XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,512,5,9.0,49,14,1180464.0,1834478.0,2021,2/28/2021 15:48,41.70106433,-87.61481665,"(41.701064328, -87.614816652)"
30215,43931,12330232,JE187132,4/2/2021 12:22,071XX S BENNETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,324,3,7.0,43,14,1189944.0,1857964.0,2021,4/9/2021 17:06,41.76528995,-87.57935129,"(41.765289946, -87.579351285)"
11686,16980,12286952,JE133757,2/5/2021 21:19,031XX W POPE JOHN PAUL II DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,921,9,15.0,58,08B,1156143.0,1875960.0,2021,2/12/2021 15:49,41.81541979,-87.70275887,"(41.815419791, -87.702758872)"
27895,40559,12329507,JE186264,2/15/2021 14:00,016XX W CULLOM AVE,810,THEFT,OVER $500,RESIDENCE,False,False,1912,19,47.0,6,6,1164740.0,1928626.0,2021,4/3/2021 17:00,41.95976197,-87.66972952,"(41.959761973, -87.669729524)"
200,291,12262958,JE105231,1/6/2021 16:23,006XX E 50TH ST,560,ASSAULT,SIMPLE,STREET,False,True,223,2,4.0,38,08A,1181247.0,1871999.0,2021,1/16/2021 15:49,41.80400807,-87.61079581,"(41.804008068, -87.610795809)"
19187,27808,12305655,JE157344,3/2/2021 20:16,072XX S FAIRFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,831,8,18.0,66,08B,1159291.0,1856605.0,2021,3/9/2021 15:54,41.76224305,-87.69174122,"(41.762243047, -87.691741219)"
2738,4115,12262623,JE104866,1/4/2021 15:30,005XX W 104TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2232,22,34.0,49,11,1174692.0,1835932.0,2021,1/16/2021 15:49,41.70518452,-87.63590851,"(41.705184519, -87.635908511)"
31757,46219,12334584,JE192792,4/7/2021 19:00,007XX W WALNUT ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1214,12,27.0,28,6,1171156.0,1901879.0,2021,4/14/2021 17:57,41.88622816,-87.64692868,"(41.886228162, -87.646928679)"
10734,15600,12285704,JE132108,2/2/2021 10:00,020XX W 82ND ST,820,THEFT,$500 AND UNDER,STREET,False,False,614,6,18.0,71,6,1164203.0,1850279.0,2021,2/9/2021 15:47,41.74478164,-87.6739157,"(41.744781644, -87.673915704)"
7952,11795,12278414,JE123257,1/25/2021 14:00,017XX W 48TH ST,810,THEFT,OVER $500,STREET,False,False,931,9,15.0,61,6,1165597.0,1872872.0,2021,2/1/2021 15:48,41.80675036,-87.66816757,"(41.806750361, -87.668167568)"
28761,41853,12326692,JE182807,3/29/2021 2:00,027XX S KARLOV AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,False,False,1031,10,22.0,30,04B,1149490.0,1885527.0,2021,4/5/2021 17:04,41.84180432,-87.72691576,"(41.841804322, -87.726915758)"
14850,21555,12294938,JE144283,2/17/2021 19:15,063XX W BELMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1633,16,36.0,17,08B,1133652.0,1920601.0,2021,2/24/2021 15:49,41.93834427,-87.78421355,"(41.938344269, -87.78421355)"
18985,27492,12304816,JE156467,3/1/2021 20:00,007XX E 88TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,632,6,8.0,44,14,1182618.0,1846790.0,2021,3/8/2021 15:55,41.73480038,-87.60654895,"(41.734800379, -87.606548952)"
20440,29639,12312315,JE160114,3/5/2021 15:30,014XX S HARDING AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1011,10,24.0,29,08B,1150281.0,1892771.0,2021,3/12/2021 15:54,41.86166739,-87.72382432,"(41.861667393, -87.723824321)"
23028,33479,12313679,JE167055,3/12/2021 14:00,016XX W WABANSIA AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,1433,14,32.0,24,11,1165248.0,1911386.0,2021,3/19/2021 16:51,41.91244368,-87.66835353,"(41.912443678, -87.668353527)"
23867,34710,12316695,JE170775,3/15/2021 17:30,050XX W WABANSIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2533,25,37.0,25,14,1142577.0,1910836.0,2021,3/22/2021 16:53,41.91138654,-87.75165519,"(41.911386544, -87.751655186)"
30134,43824,12334232,JE192119,3/30/2021 21:35,019XX N ALBANY AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1421,14,1.0,22,6,1155191.0,1912906.0,2021,4/9/2021 17:03,41.91682271,-87.70525947,"(41.916822706, -87.705259465)"
30584,44488,12330758,JE187790,4/3/2021 0:00,073XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True,731,7,6.0,69,08B,1176668.0,1856233.0,2021,4/10/2021 17:05,41.76084892,-87.6280635,"(41.760848923, -87.628063497)"
12670,18436,12291990,JE140322,2/12/2021 22:30,006XX N CLARK ST,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1832,18,42.0,8,6,1175423.0,1904617.0,2021,2/19/2021 15:48,41.89364666,-87.63117714,"(41.893646656, -87.631177143)"
24837,36091,12324210,JE178396,3/4/2021 14:00,004XX E OHIO ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1834,18,42.0,8,11,,,2021,3/26/2021 17:00,,,
21722,31552,12311116,JE163912,3/9/2021 14:05,079XX S BENNETT AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,True,414,4,8.0,46,08A,1190250.0,1852608.0,2021,3/16/2021 16:52,41.75058526,-87.57840199,"(41.750585257, -87.578401993)"
26636,38709,12322660,JE177841,3/23/2021 0:00,042XX W VAN BUREN ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,1132,11,28.0,26,11,1148108.0,1897683.0,2021,3/30/2021 16:51,41.87518857,-87.73167472,"(41.875188566, -87.73167472)"
28763,41855,12326852,JE182968,3/29/2021 9:50,062XX S CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,825,8,16.0,66,14,1161795.0,1863307.0,2021,4/5/2021 17:04,41.78058266,-87.68237775,"(41.78058266, -87.682377751)"
7754,11493,12277741,JE122277,1/24/2021 19:19,011XX N WELLS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1823,18,27.0,8,08B,1174502.0,1908102.0,2021,1/31/2021 15:48,41.90323031,-87.63445536,"(41.903230312, -87.634455361)"
22035,32014,12314285,JE167762,1/3/2021 9:00,020XX W 18TH PL,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1234,12,25.0,31,6,1162892.0,1891065.0,2021,3/16/2021 16:50,41.85673096,-87.67757929,"(41.856730957, -87.677579293)"
25407,36920,12318995,JE173472,3/19/2021 15:00,055XX S KEDZIE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,False,False,822,8,14.0,63,11,1155990.0,1867811.0,2021,3/26/2021 17:00,41.79306091,-87.70353914,"(41.793060906, -87.703539139)"
18303,26477,12306672,JE158319,2/26/2021 7:30,0000X W TERMINAL ST,810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1655,16,41.0,76,6,1104700.0,1933741.0,2021,3/6/2021 15:48,41.97486195,-87.89037215,"(41.974861952, -87.890372151)"
13886,20173,12292630,JE141104,2/13/2021 20:30,069XX S OGLESBY AVE,560,ASSAULT,SIMPLE,APARTMENT,True,False,331,3,5.0,43,08A,1192969.0,1859330.0,2021,2/20/2021 15:50,41.76896505,-87.5682194,"(41.768965054, -87.568219399)"
31963,46519,12335495,JE193377,4/7/2021 17:03,011XX S CLARK ST,810,THEFT,OVER $500,GROCERY FOOD STORE,False,False,123,1,4.0,32,6,1175696.0,1895352.0,2021,4/14/2021 17:57,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
25568,37153,12320892,JE175875,3/20/2021 16:00,060XX S MOBILE AVE,810,THEFT,OVER $500,RESIDENCE,False,False,812,8,13.0,64,6,1135435.0,1863904.0,2021,3/27/2021 16:58,41.78272788,-87.77900589,"(41.782727884, -87.779005887)"
4602,6903,12270340,JE113754,1/15/2021 15:00,036XX N HALSTED ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,GROCERY FOOD STORE,False,False,1923,19,44.0,6,11,1170273.0,1924431.0,2021,1/22/2021 15:48,41.94813137,-87.6495109,"(41.948131367, -87.649510899)"
16828,24401,12299353,JE149727,2/23/2021 10:48,010XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1811,18,2.0,7,6,1169336.0,1910832.0,2021,3/2/2021 15:50,41.91083552,-87.65335152,"(41.910835515, -87.653351515)"
22760,33100,12314107,JE166696,3/11/2021 22:30,118XX S STATE ST,479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,False,532,5,9.0,53,04B,1178373.0,1826647.0,2021,3/18/2021 16:52,41.67962254,-87.62270967,"(41.679622543, -87.62270967)"
5323,7951,12272064,JE115718,1/17/2021 18:40,053XX S WINCHESTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,932,9,16.0,61,14,1164262.0,1869197.0,2021,1/24/2021 15:47,41.79669397,-87.67316745,"(41.796693965, -87.673167445)"
1058,1556,12268304,JE111316,1/7/2021 0:01,112XX S HOMAN AVE,890,THEFT,FROM BUILDING,RESIDENCE,False,False,2211,22,19.0,74,6,1155702.0,1829894.0,2021,1/16/2021 15:49,41.6890161,-87.70560941,"(41.689016103, -87.705609406)"
5004,7473,12270735,JE114184,1/16/2021 2:26,101XX S WENTWORTH AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,511,5,9.0,49,04A,1176734.0,1837615.0,2021,1/23/2021 15:54,41.70975728,-87.62838052,"(41.709757283, -87.628380516)"
26606,38659,12322091,JE177061,3/23/2021 7:15,072XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,323,3,6.0,69,14,1182479.0,1857099.0,2021,3/30/2021 16:51,41.76309261,-87.60673925,"(41.763092605, -87.606739251)"
20586,29864,12308207,JE160436,3/5/2021 21:56,048XX S DREXEL BLVD,560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,True,False,222,2,4.0,39,08A,1183133.0,1873130.0,2021,3/12/2021 15:54,41.80706791,-87.60384375,"(41.807067906, -87.603843747)"
28024,40739,12325582,JE181316,3/27/2021 11:09,033XX W 19TH ST,553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1024,10,24.0,29,04A,1154235.0,1890510.0,2021,4/3/2021 17:04,41.85538501,-87.70937011,"(41.855385007, -87.709370105)"
23899,34754,12315802,JE169544,3/15/2021 12:23,089XX S STONY ISLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,413,4,8.0,48,04B,1188475.0,1846086.0,2021,3/22/2021 16:53,41.73273081,-87.58511413,"(41.732730806, -87.585114125)"
9898,14439,12282367,JE127887,1/30/2021 17:00,021XX W JACKSON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,False,True,1225,12,27.0,28,08B,1162000.0,1898670.0,2021,2/6/2021 15:52,41.87761844,-87.68064118,"(41.877618436, -87.680641178)"
33583,48916,12343796,JE203580,3/12/2021 12:00,017XX S PRAIRIE AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,False,False,132,1,3.0,33,11,1178357.0,1891935.0,2021,4/21/2021 16:49,41.85878016,-87.62078837,"(41.858780159, -87.620788371)"
7776,11527,12277686,JE122338,1/24/2021 20:13,093XX S PRAIRIE AVE,560,ASSAULT,SIMPLE,STREET,False,True,633,6,9.0,49,08A,1179562.0,1843203.0,2021,1/31/2021 15:48,41.72502748,-87.61785397,"(41.725027479, -87.617853967)"
17043,24701,12300755,JE151439,2/24/2021 22:30,074XX S SOUTH CHICAGO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,323,3,5.0,69,08B,1184992.0,1856036.0,2021,3/3/2021 15:47,41.76011701,-87.59756208,"(41.760117012, -87.597562083)"
28556,41544,12327473,JE183770,3/29/2021 23:45,034XX W 54TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,True,822,8,14.0,63,08B,1154320.0,1868597.0,2021,4/5/2021 17:04,41.79525121,-87.709642,"(41.795251212, -87.709641997)"
25159,36578,12319249,JE173808,3/19/2021 20:35,0000X E RANDOLPH ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,111,1,42.0,32,04B,1177228.0,1901296.0,2021,3/26/2021 17:00,41.88449294,-87.62464881,"(41.884492937, -87.624648808)"
31011,45129,12335184,JE192462,4/5/2021 12:00,051XX N NEW ENGLAND AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1613,16,41.0,10,11,1129602.0,1933757.0,2021,4/12/2021 17:33,41.974516,-87.7987969,"(41.974515998, -87.798796896)"
30823,44840,12331994,JE189267,4/4/2021 12:30,069XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,322,3,6.0,69,08A,1178359.0,1859110.0,2021,4/11/2021 17:07,41.76870551,-87.62177871,"(41.768705514, -87.621778705)"
9881,14413,12282028,JE127601,1/30/2021 12:00,031XX W POLK ST,460,BATTERY,SIMPLE,APARTMENT,False,False,1134,11,24.0,27,08B,1155660.0,1896202.0,2021,2/6/2021 15:52,41.87097594,-87.70398651,"(41.870975935, -87.703986513)"
1911,2860,12259925,JE101641,1/2/2021 19:00,016XX W JUNEWAY TER,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2422,24,49.0,1,08B,1163892.0,1951492.0,2021,1/16/2021 15:49,42.02252493,-87.67219815,"(42.022524934, -87.672198152)"
22335,32461,12315620,JE145677,2/18/2021 18:00,044XX N MEADE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1622,16,38.0,15,14,1134884.0,1928907.0,2021,3/17/2021 16:48,41.96111505,-87.77948833,"(41.961115052, -87.779488332)"
2137,3195,12265904,JE108676,1/8/2021 23:30,054XX N EAST RIVER RD,810,THEFT,OVER $500,RESIDENCE,False,False,1614,16,41.0,76,6,1116632.0,1934981.0,2021,1/16/2021 15:49,41.97808697,-87.84646714,"(41.978086971, -87.846467142)"
8738,12875,12283196,JE129084,1/20/2021 18:38,036XX W IRVING PARK RD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,False,1732,17,45.0,16,11,1151480.0,1926338.0,2021,2/3/2021 15:55,41.95375497,-87.71853982,"(41.953754971, -87.718539817)"
